brand,name,seller,old_price,new_price,reviews_rating_number,reviews_amount
,"Bloco Rhodia Edição 90 Anos & Paper People 8,3x11,8cm 80 Fls",,29,2,,
DELL,"Notebook Latitude 3420 14"" preto 8GB de Ram - 256GB SSD - Intel Core i5 - Excelente (Recondicionado)",Por Micro Livre ,2.632,263,,
,"Notebook Vaio Fe15, Amd® Ryzen 5, 8gb 256gb Ssd, Tela 15,6'' Full Hd Antirreflexo, Linux - Cinza Grafite, Vjfe59f11x-b1711h",,3.100,310,4.8,(1427)
,"MacBook Air M2 (2022) 13.6"" silver 8GB de Ram - 256GB SSD - Apple M",,7.226,722,4.9,(486)
LENOVO,Notebook Gamer Lenovo Loq-e Ci5-12450 Rtx3050 512gb 16gb W11,Por Mobcom ,10.000,4.999,,
ACER,Chromebook Acer Co731c6nn Intel Celeron 4gb Emmc32gb Chros,,1.550,1.285,4.0,(1)
LENOVO,Notebook Lenovo Yoga Slim 7 Intel Core Ultra 7 32gb 1tb W11,Por Lenovo ,12.999,12.169,,
DELL,Notebook Dell Latitude 7490 I5 8gb Ssd 240gb 14  60hz,,3.100,1.860,,
ASUS,"Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 7730U 16GB Ram 1TB SSD Linux KeepOS 15,6"" FHD Cool Silver NJ493",Por Asus ,4.899,4.115,5.0,(1)
DELL,Notebook Dell I7 6a - 8gb Ram - Ssd 240gb- Windows 10+office,,2.319,1.576,,
ACER,Notebook Gam Nitro V Anv15-51-54dl I5 8gb 512gb Ssd Rtx4050,Por Acer Brasil ,7.299,5.449,4.8,(308)
DELL,Notebook Dell Latitude 5490 Core I5 8th 16gb Ram 256gb Ssdm,,2.999,299,4.1,(71)
DELL,Notebook Dell Gamer - Core I7 6th Superior,Por Tech Forte ,3.699,2.996,,
ASUS,"Notebook Asus Intel Celeron N4020 4gb 128gb Ssd W11 15,6 Cor Cinza",,2.469,246,4.7,(1073)
,Notebook Core I3-7020u Ssd 240gb Win10 Pro Original Wi-fi 5g,,1.799,180,,
DELL,"Notebook Dell Latitude 5480 14"" preto 16GB de Ram - 256GB SSD - 16GB HDD - Intel Core i5",,2.999,299,4.0,(45)
LENOVO,Notebook Ideapad 1 R3 8gb 256gb W11 15.6  82x5000abr,Por Lenovo ,2.699,2.554,4.7,(49)
ASUS,"Notebook Asus Vivobook Go E1504GA Intel Core I3 N305 4Gb Ram 256Gb Ssd Linux Keepos Tela 15,6 Fhd Silver - Nj447",,2.399,239,4.6,(394)
LENOVO,"Notebook Lenovo Yoga Slim 6i Intel Core i5-1240P Evo 16gb 512gb SSD Windows 11 Home Tela 14"" Cor Storm grey 83C70000BR",,5.206,500,4.8,(177)
LENOVO,Notebook Lenovo Ideapad 1 R5-7520u 8gb 512gb Ssd Linux 15.6 ,Por Lenovo ,2.799,2.649,4.8,(18)
ASUS,"Notebook Asus Vivobook 15 X1504za Intel Core I5 1235u 8gb Ram 256gb Ssd Linux Keepos Tela 15,6 Fhd Blue - Nj982",Por Asus ,3.099,309,4.7,(165)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,2.531,1.349,4.7,(6)
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por Lenovo ,3.174,305,,
LENOVO,Notebook Lenovo V14 G4 Intel Core i5 8gb 256gb Ssd W11 14 83GK000KBR,Por Lenovo ,3.374,324,5.0,(1)
LENOVO,Notebook Lenovo Ideapad 1 Intel Core i3 4gb 256gb Ssd Windows 11,Por Lenovo ,2.249,216,4.7,(7)
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I7, 16gb, 512gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",Por Samsung ,5.199,4.748,4.8,(315)
,Tapete Office Mouse Pad Dupla Face Tecido sintético impermeável antiderrapante Macio Geonav Preto E Azul,,39,3,4.9,(31)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,2.531,1.499,4.6,(152)
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I5, 8gb, 256gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",,4.999,3.379,4.9,(1135)
,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",Por Positivo ,3.331,1.799,4.6,(705)
,Notebook Positivo Vision R15 Ryzen 7 Linux 8gb 512gb Ssd,Por Positivo ,3.999,2.942,4.4,(17)
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por Lenovo ,3.599,3.404,,
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,Por Mobcom ,6.656,5.099,,
LENOVO,Notebook Ideapad 1 R3 4gb 256gb W11 Home 15.6  82x5000ebr,Por Lenovo ,2.399,2.269,4.9,(24)
ACER,"Notebook Acer Aspire 5 A515-45-R5AT AMD Ryzen 5 5500U 15.6""AMD Radeon Graphics 256GB SDD 8GB RAM Windows 11",,3.639,363,4.9,(172)
LENOVO,"Notebook Lenovo Ideapad 1 Intel Core i3 1215U 4gb Ram 128gb Ssd Linux Tela 15,6"" Intel Uhd Graphics 82VYS01100",,2.299,2.161,4.8,(575)
LENOVO,Notebook Celeron 15.6 128gb Ssd 4gb W11 82bu0006br Lenovo Cor Prateado,Por 123 Comprou ,3.665,2.199,4.6,(2368)
,"Notebook Chromebook Clamshell, 14, 32gb/4gb - Pc918a Cor Preto",Por Loja Multi ,1.399,140,4.7,(14)
ACER,Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256gb 8gb Linux Gutta Cor Gamut,Por INPOWER ,4.629,3.299,4.8,(136)
LENOVO,Ultrabook Lenovo Thinkpad L14 Gen2 I5-1145g7 16gb Nvme256+nf Cor Preto,,3.449,344,3.6,(7)
,Notebook Multilaser M11w Prime 2 Em 1 - Pc301 - Em Cor Prateado,,1.790,179,,
ASUS,"Notebook Gamer Asus Tuf Gaming F15 Fx507vu Rtx4050 Intel Core I7 13620h 16gb Ram 512gb Ssd Windows 11 Home 15,60 Fhd 144hz Ips Cinza - Lp177w",Por Asus ,8.739,8.039,4.8,(15)
LENOVO,Notebook Lenovo Thinkpad E14 I5 10a 16gb Ssd 240gb + Brinde,,2.398,1.990,4.7,(3)
,"Notebook Positivo Vision R15 Lumina Bar Amd Ryzen 5 16gb 512gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",Por Positivo ,3.899,2.768,4.0,(22)
LENOVO,Notebook Lenovo V14 Intel Core I7 16gb 512gb Ssd W11 Pro 14 ,Por Lenovo ,5.399,539,,
ACER,"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Por INPOWER ,7.599,5.399,3.0,(4)
,"Notebook Positivo Vision R15 Lumina Bar, AMD Ryzen 5 8GB 256GB, Tela 15 polegadas Full HD Antirreflexo, Linux - Preto",Por Positivo ,4.265,2.549,5.0,(1)
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por 2Eletro ,4.110,3.229,,
HP,Notebook 256-g9 I3 8gb 256gb Ssd 15w11 7z3r2la Hp Cx 1 Un Cor Preto,,2.975,297,4.8,(467)
,Positivo Motion N4020 4m Cache Ssd 120gb +64gb Win11 Vitrine,,1.349,135,,
LENOVO,"Notebook Lenovo Ideapad 1i I7 12gb 512gb Ssd 15,6 Cloud Grey",Por Fast Shop ,4.254,3.943,4.9,(7)
LENOVO,Notebook Lenovo V14 Intel Core I7 16gb 512gb Ssd W11 Pro 14 ,Por Lenovo ,4.859,467,,
DELL,Notebook Dell G15 Core I5 13450hx 32gb Ssd512 Rtx3050 6gb Nf,,6.490,5.841,,
DELL,Notebook Dell Latitude 5280 Core I5 7300u 16gb 256gb Ssd,,1.899,1.709,,
,Notebook Positivo Master Dual Core 14' 4gb 480gb Ssd,Por 4Show ,1.609,160,3.8,(4)
,Notebook Vaio Carbon Intel Core I5 10ger 8gb 240ssd 14pol,Por SLA Informatica ,2.599,259,4.7,(3)
DELL,Notebook Dell Xps 13 9370 13.3 I7 8th 16gb M2 512gb 4k Touch,,3.999,399,,
,"Notebook 2 em 1 Multilaser M11W Prime PC302 11.6"" prata 4GB de Ram - 64GB SSD - Intel Pentium",,1.656,165,3.8,(38)
LENOVO,Notebook Lenovo Thinkpad P16v Intel Ultra 7 16gb 1tb W11 Pro,Por Lenovo ,14.499,13.569,,
,Notebook Positivo Master N1140 Celeron 14.1 4gb 240gb Ssd,,1.479,147,,
LENOVO,Notebook Lenovo Thinkpad L440 I7 4ager 16gb Ssd 256gb,,1.499,1.424,,
LENOVO,Notebook Lenovo Thinkpad X1 Carbon Intel I7 8650u 16gb 256gb,,2.815,2.252,5.0,(1)
LENOVO,"Notebook Lenovo Ideapad 3 R5 8gb 256gb Ssd 15,6'' W11 Cor Prateado",,120.000,12.245,4.9,(230)
,Hub Usb-c 3.2 Multi Dispositivos 4 Portas Aluminio Geonav,,199,33,4.3,(12)
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Excelente (Recondicionado),,1.712,171,5.0,(8)
DELL,Notebook Dell Latitude 3470 Core I5 + 16 Gb Ram + 480 Gb Ssd,Por Tech Forte ,2.496,1.542,4.5,(319)
,Notebook Fe15 Ryzen 5 16gb 512gb Ssd 15'' Fhd W11 Vaio,,3.679,367,4.8,(49)
,"MacBook Pro A1989 (2019) 13.3"" prata 8GB de Ram - 512GB SSD - Intel Core i5 - Excelente (Recondicionado)",,3.999,400,,
LENOVO,Notebook Lenovo Thinkbook 14 Intel Core i5 16gb 256gb Windows 11 PRO,,5.399,539,,
,"Notebook Ultra UB220 15.6"" prata 4GB de Ram - 120GB SSD - Intel Celeron",,1.626,162,4.3,(131)
LENOVO,Notebook Ideapad 1i I3 4gb 256gb Linux 15.6  82vys00600,Por Lenovo ,2.399,2.224,4.5,(13)
LENOVO,Notebook Lenovo Thinkpad X1 Carbon I7-8th 16gb 256gb +brinde,,2.797,2.181,,
DELL,Notebook Dell Inspiron 5440 Core 7 150u 16gb 512ssd Mx570a Cor Prateado,,6.922,6.160,,
ASUS,Notebook Asus Vivobook 15 Intel Core I5 1235u 8gb 512ssd Fhd,Por Asus ,3.399,2.769,4.6,(21)
LENOVO,Notebook Lenovo Thinkbook 16 Intel Core I7 16gb 512gb W11pro,Por Lenovo ,7.559,726,,
LENOVO,Notebook Lenovo ThinkBook 14 G6 Intel Core i7-13700H 16GB 512GB SSD Windows 11 - 21NQ000HBR Arctic Grey,Por Lenovo ,6.119,588,,
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Bom (Recondicionado),,1.749,174,5.0,(8)
,"MacBook Air M1 2020 13"" prata 8GB de Ram - 256GB SSD - Apple M - Aceitável (Recondicionado)",Por OTH Produtos ,4.290,429,5.0,(1)
ASUS,"Notebook ASUS Vivobook Go 15 E1504GA Intel Core i3 N305 8GB Ram 256GB SSD Windows 11 Home Tela 15,6"" FHD Silver - NJ434W",,2.652,254,4.9,(39)
DELL,Notebook Dell Latitude 5431 Core I5 1250p 16gb 512gb Ssd,,4.299,3.869,,
LENOVO,Notebook Lenovo Thinkbook 16 Intel Core I5 16gb 512gb W11,Por Lenovo ,6.499,649,,
HP,Notebook Elitebook Hp 840 I5 6300u 16gb Ssd 256gb Win 11,,1.849,184,4.5,(161)
LENOVO,Notebook Lenovo Thinkbook 16 Intel Core I7 16gb 512gb W11,Por Lenovo ,6.139,590,,
LENOVO,Notebook Ideapad 1 R5 8gb 512gb W11 15.6  82x5000gbr,Por Lenovo ,3.099,2.900,5.0,(2)
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por 2Eletro ,4.110,3.229,,
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,,4.999,4.449,5.0,(1)
DELL,Notebook Dell Xps 9320 Cor Cinza,,10.808,1.080,,
ASUS,Notebook Asus Vivobook S14 Core Ultra 7 32gb 1tb Ssd W11,Por Asus ,11.499,1.149,,
HP,Notebook Hp Probook L8u43av#8gb - I5 - Ssd 256gb,Por Saldao da informatica ,1.776,170,3.7,(7)
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507VU RTX4050 Core i7 13620H 8Gb Ram 512Gb SSD Linux 15,6"" FHD 144Hz Gray LP151",,8.999,899,5.0,(61)
ASUS,Notebook Asus Intel I7 13th 16gb 512ssd 16'' Fhd Prateado,,3.550,341,,
,Notebook Samsung Galaxy Book Go 7c snapdragon  4gb 128ssd Cor Prata,,1.999,199,,
LENOVO,Notebook Lenovo Thinkpad T480 I5 8a 16gb Ssd 240gb + Brinde,,1.798,1.528,4.2,(5)
,Baita Notebook Emachines Acer Intel Em Oferta!!,,699,69,,
SAMSUNG,"Notebook Samsung Galaxy Book4 360, 16gb, Intel Core I7, 1tb Ssd, Windows 11 Home, 15.6'' Full Hd Amoled, Np750qgk-kg1br",Por Samsung ,7.999,7.295,4.7,(86)
ASUS,"Notebook ASUS TUF Gaming A15 FA506NFR RTX 2050 AMD Ryzen 7 7435HS 16Gb Ram 512Gb SSD Windows 11 Home Tela 144Hz nivel IPS 15,6"" FHD Graphite Black - HN060W",Por Asus ,5.999,5.319,4.5,(8)
DELL,Notebook Dell Core 2 Duo Muito Bom!!!,,649,64,,
LENOVO,Notebook Lenovo E14 Intel Core I5 10ger 16gb 240ssd Win 11 Cor Black,,3.756,375,5.0,(1)
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507ZC4 RTX 3050 Intel Core i5 12500H 16Gb Ram 512Gb SSD Linux KeepOS Tela 15,6"" 144Hz Gray - HN232",Por Asus ,5.799,557,4.9,(11)
DELL,"Notebook Dell 3400: I5-8265u 8gb Ssd 240 Gb, Windows 11",,2.899,289,,
LENOVO,"Notebook Gamer Legion 5 Intel Core i7-14650HX 16GB 512GB SSD RTX4060 8GB W11Home 16"" WQXGA 83EW0002BR",Por Lenovo ,10.349,994,,
,"MacBook Air M2 (2022) 13.6"" midnight 8GB de Ram - 256GB SSD - Apple M",,7.456,745,4.9,(486)
ACER,Notebook Gamer Acer Nv 7037 I713ªg 16gb 512ssd Rtx4050 Gutta,Por Acer Brasil ,6.999,6.199,4.8,(98)
, Rhodia Katakana 162100K 80 folhas  quadriculadas 1 assuntos unidade x 1 14.8cm x 21cm cor laranja,,55,5,,
LENOVO,Notebook Lenovo V14 G4 Intel Core I3 8gb 256gb Ssd W11 14 ,Por Lenovo ,3.059,294,,
,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 8gb 256gb, Tela 15 Polegadas Full Hd Antirreflexo, Windows 11 Home Tecla Copilot - Preto",Por Positivo ,3.999,2.799,4.7,(87)
,"Bloco Rhodia Edição 90 Anos & Paper People 7,2x10,3cm 80 Fls",,24,,,
DELL,Notebook Dell Latitude 3420 I5 11th Com 16gb 512gb,,3.605,360,,
LENOVO,Notebook Lenovo Thinkbook 14 Intel Core i5 16gb 512gb W11pro,Por Lenovo ,5.219,501,,
,"Notebook Vaio Fh15 Intel Core I7 12th 16gb 1tb Ssd Tela 15,6'' Full Hd Antirreflexo, Nvidia Rtx 3050 6gb Shell Efi Cinza Chumbo Vjfh51f11x-b0311h",Por Vaio ,9.999,6.399,5.0,(3)
,"Bloco Rhodia Edição 90 Anos & Paper People 10,3x14,6cm 80fls",,34,3,,
DELL,Notebook Dell I5 6ª Geração/ 8gb /ssd  Promoção Com Garantia,,1.429,138,4.0,(2)
HP,Notebook Hp Probook 445 G10 Ryzen 5 Série 753u 16gb 512nvme Prateado,,3.590,359,,
HP,"Note Hp, Elitebook 840 G6, 14'', Core I5, 8gb, Ssd-256gb",Por OTH Produtos ,1.890,181,5.0,(5)
LENOVO,Notebook Lenovo V14 Intel Core I3-1315u 8gb 256gb W11 Pro,Por Lenovo ,3.419,328,,
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507ZC4 RTX 3050 Intel Core i5 12500H 8Gb Ram 512Gb SSD Linux KeepOs Tela de 15,60"" 144Hz Mecha Gray - HN100",,5.490,527,4.9,(34)
DELL,"Notebook Dell i15-i120K-A20P 12ª Geração Intel Core i5-1235U 8GB DDR4 e SSD de 256GB Tela Full HD de 15,6'' Windows 11 Home",,3.931,377,4.7,(260)
,"MacBook Pro MacBook Pro 16"" M3 Max 16"" preto 48GB de Ram - 1TB SSD - Apple M3",,44.000,,5.0,(1)
DELL,Dell Latitude 5400 Core I5 8th 8gb Ssd 240 Seminovo,,1.708,170,,
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 8Gb Ram 512Gb SSD Linux KeepOS Tela Nível IPS 15,6"" LED 165Hz Mecha Gray - HQ334",Por Asus ,9.299,7.949,5.0,(4)
ASUS,Notebook Asus X515 N4500 16gb Ram Ddr4 512gb Nvme Windows 11,,3.299,3.035,,
,"Notebook Hq Joy, I5 1035g1 8gb Ssd 256gb 15.6 Windows 11",,2.999,299,5.0,(1)
LENOVO,"Notebook Lenovo Thinkpad E14 Gen 6 14 Ultra 5 125u 16gb 512gb, cor preta",,6.520,652,,
,Notebook Netbook Positivo Mobo S7  Laptop- Com Garantia E Nf,,369,36,3.5,(67)
DELL,"Notebook Dell Latitude 3540 Core I5 1235u 16gb Y Ssd512 Win 11, cor cinza escuro",,5.199,519,,
,"MacBook Air M1 2020 13"" ouro 8GB de Ram - 256GB SSD - Apple M",,6.089,608,4.9,(236)
,"Bloco Rhodia Edição 90 Anos & Paper People 20,8x31,6cm 80fls",,99,9,,
LENOVO,Notebook Lenovo Core I5 8gb 256gb Ssd 15.6 Fullhd Win 10 Pro colorido cinza grafite,,3.799,379,5.0,(10)
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",Por Gigantec ,3.343,2.837,4.9,(47)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,Por HP ,8.177,4.599,5.0,(1)
DELL,Notebook Dell Latitude 5490 Core I7 8 Geração 16gb Ssd 240gb,,3.899,3.587,,
ASUS,Notebook Asus Vivobook Go Core I3 N305 4gb 256ssd W11 Fhd,Por Asus ,2.399,239,4.8,(461)
,Notebook Intel Quadcore 6gb Ram Ssd 64gb Tela 14.1 Ips Usb 3,,1.750,1.408,4.2,(46)
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,,4.999,4.449,5.0,(1)
DELL,Notebook Dell Latitude 3490 Core I7 8ger 16gb 512gb Ssd Preto,,3.999,399,3.9,(7)
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I5, 8gb, 256gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",,4.999,3.379,4.9,(1135)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,2.531,1.499,4.6,(152)
,"Notebook Chromebook Clamshell, 14, 32gb/4gb - Pc918a Cor Preto",Por Loja Multi ,1.399,140,4.7,(14)
,"Notebook 15,6 Pol Intel N95 Gtx1060 8gb Ssd 256gb Windows 11",Por INTERFY ,3.040,292,,
ACER,Notebook Gamer Nitro V15 Anv15-51-57ws I5 Lx 8gb 512gb Ssd,Por Acer Brasil ,5.299,529,4.8,(315)
ASUS,Notebook 15.6'' X515ja-ej1792w 256 Gb 8 Gb Ram Core I5 Asus Cor Cinza,,3.199,319,4.7,(306)
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb W11 Pro,,5.641,564,,
DELL,"Notebook Latitude Dell Latitude 5400 14"" cinza 16GB de Ram - 256GB SSD - Intel Core i5",,2.699,269,,
DELL,"Notebook Dell Inspiron Intel Core I5 1235U 12ª Geração 16GB RAM, 512 SSD, Linux, Tela 15.6 Full Hd I15-I120K-U30P",,4.256,425,4.8,(127)
