brand,name,seller,old_price,new_price,reviews_rating_number,reviews_amount
ACER,Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256gb 8gb Linux Gutta Cor Gamut,Por INPOWER ,4.629,3.299,4.8,(136)
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por 2Eletro ,4.110,3.229,,
DELL,Notebook Dell Xps 9320 Cor Cinza,,10.808,1.080,,
,"Apple MacBook Pro A2992 14"" space black 18GB de Ram - 512GB SSD M3",,14.027,1.402,5.0,(6)
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Cinza-espacial",,5.781,578,4.9,(1083)
DELL,"Dell Inspiron 5566, I5-7200u, 8 Gb, 240 Gb Ssd, 15.6",,1.649,164,,
SAMSUNG,"Notebook Samsung Galaxy Book Go Snapdragon® 7c Gen 2 (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg",,2.054,197,4.6,(314)
,"Notebook Multi I3-8145u 4gb 240gb Ssd Linux 15,6'' Cinza - Ub491",,1.745,174,4.6,(45)
LENOVO,"Notebook Lenovo V15 Intel Core i7-1255u 16gb 512gb SSD Windows 11 Pro 15""",,8.990,899,5.0,(10)
DELL,Notebook Dell Latitude 5430 Corei5-1235U 16gb Ram 512gb Ssd Plateado,,4.618,461,,
,"Notebook gamer ROG Strix Scar 17 G733 17.3"" preto 32GB de Ram - 1TB SSD - AMD Ryzen 9",,32.625,,4.7,(3)
LENOVO,Lenovo Thinkpad X230 8gb Ram 240gb Ssd Windows 10,,1.199,119,,
DELL,Notebook Dell Latitude E6440 I5 2.70ghz Ssd 120gb 4gb Ram,,826,82,,
LENOVO,Notebook Lenovo V15 G3 Iap/i5-1235u/8gb/ssd256gb/w11pro,,3.699,369,5.0,(1)
DELL,Notebook Dell Latitude E5470 - Core I5 6200 - 8gb 500gb - Excelente (Recondicionado),,1.699,169,5.0,(1)
LENOVO,Lenovo Thinkpad T14 Gen 3 I5 16 Ram 512 Gb Ssd Win 11 Pro,,4.499,449,4.0,(10)
DELL,Notebook Dell Latitude Intel Core I5 8gb Ssd 256gb Win11,,2.299,229,4.5,(2)
DELL,Notebook Dell 5420 Core I5 11°ger 16gb Ssd 512gb Nvme,,2.699,269,,
ASUS,Notebook Gamer Rog Strix G16 G614ji Nvidia Rtx4070 Intel Core I9 13980hx 32gb Ram 1tb Ssd Windows 11 Tela 16 240hz Fhd Gray - N4440w,,14.274,1.427,4.7,(6)
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 7 7730u 40gb 512ssd M Preto,,4.999,3.999,,
DELL,Notebook Dell Latitude 3440 Intel Core I5 16g 256ssd Cor Preto,,4.970,497,4.1,(8)
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite",Por Samsung ,6.699,6.364,4.8,(86)
LENOVO,Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14,,1.749,174,,
ASUS,Computador portátil Asus Zenbook 14 Oled Q415m 14 Touch Intel Ultra 5 Color Gris Oscuro,,5.899,589,,
DELL,Notebook Dell Latitude 3420 Core I7 11th 64gb Ram 1tb Ssd Cor Grafite,,6.707,670,4.8,(24)
LENOVO,"Lenovo Thinkpad E14: Laptop Empresarial De 14'', Amd Ryzen 7 7730u, 16 Gb De Ram, Ssd De 512 Gb, Lector De Huellas Dactilares, Hdmi, Rj45, Wi-fi 6.",,4.700,4.324,,
DELL,Notebook Dell Inspiron 3520 Core I5-1235u 8gb 512gb Ssd Fhd,,3.699,369,,
DELL,Notebook Dell Latitude 3400 Corei3 8th Ssd256gb 16gb(barato),,2.999,1.349,5.0,(1)
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Prata",,6.065,606,4.9,(1083)
LENOVO,Notebook Lenovo Thinkpad T480 14  I5 8a 8gb Ssd 256gb,,1.499,149,5.0,(5)
DELL,Notebook Dell 5410 Tela Full Hd  I5-10ª Ger 16gb Ssd 512gb,,2.399,239,5.0,(1)
,Notebook Gamer Dell G15-i1300-a20p I5 8gb 512gb 15.6'' W11,,5.499,,4.8,(440)
,"MacBook Pro A2159 13.3"" cinza-espacial 8GB de Ram - 128GB SSD - Intel Core i5 - Excelente (Recondicionado)",,3.299,329,,
ASUS,"Notebook Asus Vivobook 15 M1502ya Amd Ryzen 7 7730u 16gb Ram 512gb Ssd Linux Keepos 15,6 Fhd Cool Silver - Nj495",Por Asus ,3.958,395,5.0,(4)
,Notebook Gamer Msi Katana I7 16gb 1tb Ssd 15.6 Rtx 4070 8gb Cor preto,,9.891,989,,
HP,Notebook HP Probook 640 G2 prateado - Excelente (Recondicionado),,1.599,159,,
LENOVO,Notebook Lenovo Ideapad 3i I3-10110u 8gb Ram 256gb Ssd,,2.079,207,,
LENOVO,Notebook Lenovo Thinkpad E14 I5 16gb 512gb Ssd W11 Pro,,4.799,479,3.6,(7)
ACER,Notebook Acer Vero Av15- 51-53ap I5 8gb 256gb Ssd 15.6 Eco,,3.999,399,4.8,(116)
LENOVO,Notebook Lenovo E14 Core I5 10ger 16gb 240ssd Win 11 01,Por SLA Informatica ,2.799,269,,
ACER,Notebook Acer Aspire 3 Intel Core I3 11ª 4gb Ssd 512gb 15.6,,2.599,249,5.0,(20)
HP,Notebook Zbook Fury 17 Polegadas Nvidia Quadro Rtx3000 6gb Cinza,,6.990,671,,
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 7 7730u 40gb 512ssd Preto,,5.789,4.341,,
,"Notebook VAIO FH15 Intel Core i7 13th 32GB 1TB S SSD Tela 15,6'' Full HD Antirreflexo NVIDIA RTX 3050 Shell Efi Cinza Chumbo VJFH52F11X-B0821H",Por Vaio ,7.280,728,4.5,(33)
ASUS,Notebook ASUS Vivobook I3 8GB 512GB Endless X1500EA-EJ3667,,2.999,299,4.6,(236)
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I5, 8gb, 256gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",,4.999,3.379,4.9,(1135)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,2.531,1.499,4.6,(152)
,"Notebook Chromebook Clamshell, 14, 32gb/4gb - Pc918a Cor Preto",Por Loja Multi ,1.399,140,4.7,(14)
,"Notebook VAIO FH15 Intel Core i7 13th 32GB 1TB S SSD Tela 15,6'' Full HD Antirreflexo NVIDIA RTX 3050 Shell Efi Cinza Chumbo VJFH52F11X-B0821H",Por Vaio ,7.280,728,4.5,(33)
ASUS,Notebook ASUS Vivobook I3 8GB 512GB Endless X1500EA-EJ3667,,2.999,299,4.6,(236)
ACER,Notebook Acer Aspire 5 A514-54-57hc I5 8gb Ssd 512gb 14 Fhd Ips Windows 11 Pro,,4.396,422,4.8,(461)
DELL,"Notebook Dell Vostro 3520 15.6 i5-1235U 8 Ram 256ssd Win 11H, cor preta",,3.999,399,,
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Aceitável (Recondicionado),,1.799,172,5.0,(8)
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - M",,7.620,762,4.9,(486)
LENOVO,Notebook Celeron 15.6 128gb Ssd 4gb W11 82bu0006br Lenovo Cor Prateado,Por 123 Comprou ,3.665,2.199,4.6,(2368)
ACER,"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Por INPOWER ,7.599,5.399,3.0,(4)
,"Notebook Positivo Vision R15 Lumina Bar, AMD Ryzen 5 8GB 256GB, Tela 15 polegadas Full HD Antirreflexo, Linux - Preto",Por Positivo ,4.265,2.549,5.0,(1)
SAMSUNG,"Notebook Samsung Galaxy Book Go Snapdragon® 7c (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg",,2.165,216,4.7,(7606)
ACER,Notebook Gamer Acer Nitro 5 An515-45-r1fq Amd Ryzen 7 Windows 11 Home 8gb 512gb Ssd Gtx 1650 15.6 Polegadas,,5.999,599,4.8,(920)
LENOVO,Notebook Lenovo Thinkpad E431 Core I5 8gb Ssd 240 Win 11 Pró,,1.250,125,5.0,(3)
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 16gb Ssd 256gb Nvme,,2.589,258,4.6,(12)
DELL,Notebook Dell 3400 I7 8ª 16gb Ssd 256gb (Recondicionado),,2.099,210,,
DELL,Notebook Dell Latitude 5440 I5 16 GB de RAM 512 GB Ssd 14 Fhd,,5.550,533,,
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por 2Eletro ,4.110,3.229,,
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,,4.999,4.449,5.0,(1)
DELL,Notebook Dell Xps 9320 Cor Cinza,,10.808,1.080,,
,MacBook Air M2 2022 midnight 16GB de Ram - 256GB SSD - Apple M,,8.254,825,5.0,(4)
LENOVO,Notebook Lenovo Thinkpad L14 G1 Ryzen 5-4650u Pro 8gb 256gb,,2.289,228,,
LENOVO,Notebook Lenovo P53 I7 9° 16gb Ssd 512gb M2 - Nvidia 4gb,,3.700,370,,
HP,Notebook Hp Zbook Core I7 10th 32gb 512gb Ssd Quadro Rtx3000 Cinza,,6.990,699,,
DELL,Notebook Dell Latitude 5400 Core I5 16gb Ram 256gb Ssd Win11,,1.598,159,,
DELL,Notebook Dell Latitude 5440 Core I7 13th 32gb Ram 512gb Ssd,,7.300,730,5.0,(2)
DELL,Notebook Dell 5420 Core I5 11°th 16gb Ddr4 Ssd 256gb,,2.499,249,,
DELL,Notebook Dell Latitude 3410 i5-10210U de 8 GB e 256 GB W10pro 14 cores preto,,3.258,325,4.2,(45)
LENOVO,Notebook Lenovo Ideapad 3i I51135g7 8gb 256gb Ssd Intel Iris® Xe W11 15.6 Fhd 82md0007br,,3.020,302,5.0,(4)
DELL,Dell Core I5 11th 16gb Ram 256gb Ssd Win11 Vostro 3400 Ntbk,,3.699,2.885,4.7,(3)
ACER,"Notebook Acer Aspire 3 A315-24p-R9ys 8gb Amd R3, cor cinza",,3.429,342,,
HP,Notebook Hp 250 G8 I5-1035 G1 8GB 256GB SSD W10p Cor Cinza-escuro,,3.804,380,,
,Apple Macbook Pro 14 Chip M4 16gb 512ssd 2024 Lançamento,,15.799,1.579,,
ACER,"Chromebook Acer 315/15,6'/Intel N4020+4 GB de RAM+SSD de 64 GB",,1.699,169,,
ASUS,"Notebook Asus Vivobook Core I5 8gb 256ssd Linux 15,6 Prata Cor Prateado",,2.999,2.819,4.3,(60)
DELL,Notebook Dell Latitude 3420 - I7 11ª - Ssd 512gb  16gb Ram,,2.899,2.464,5.0,(1)
ASUS,"Notebook Asus E510ma-br1348ws Intel Celeron Dual Core N4020 1,1 Ghz 4gb Ram 128gb Emmc Led Hd Windows 11 Home + Office 365 Personal Incluso - Rosa",,2.649,264,4.6,(21)
DELL,"Notebook Dell Latitude Intel Core I5 16gb, Ssd, Com Garantia",,1.195,115,,
LENOVO,Notebook Lenovo Thinkpad E14 I5 8gb 256gb Ssd Windows 11,,3.999,399,3.6,(7)
HP,"Notebook 256-g8 Hp, Intel Core I3, Wh11, 8gb, 256gb Ssd - Excelente (Recondicionado)",,2.299,229,,
ASUS,"Notebook ASUS Vivobook Intel Core i5 8GB 256GB SSD KeepOS 15,6"" FHD Icelight Silver - X1502ZA-EJ1761",,3.199,319,4.8,(497)
SAMSUNG,Notebook Samsung Book i5-1135G7 8GB 512GB SSD 15.6'' Intel Iris Xe Windows 11 Cinza Chumbo,,3.100,297,4.7,(3096)
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - Apple M",,7.099,682,4.9,(486)
ACER,Notebook Acer Chromebook Cb5-132t-c32m 2 Em 1 Intel Celeron,,899,89,,
DELL,"Notebook Dell Inspiron I15 Intel Core i3 -1215U (12ªGeração), 8GB RAM, 256GB SSD, Linux, Tela 15,6"" FULL HD - I15-I120K-U10P",,3.525,338,4.9,(12)
,"MacBook Air M2 (2022) 13.6"" cinza-espacial 8GB de Ram - 256GB SSD - Apple M",,7.099,682,4.9,(486)
HP,Notebook Dell Latitude 3420 Core I7 11ª G 16gb Ssd 256gb 14,,3.700,355,,
,Alienware M18 R2 Fhd+ 480 hz i9-14900HX 64 GB Rtx 4090 4 TB Cor da lua metálica escura,,38.499,34.649,,
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,,8.458,812,4.7,(132)
,"Notebook Ultra, Linux, 15,6 Pol. HD, Intel Celeron, 240GB SSD/ 8GB RAM, Cinza Escovado - UB262",Por Loja Multi ,1.699,1.510,4.5,(53)
LENOVO,"Notebook Lenovo V15 Intel I5 1235u, 16gb, 512gb Ssd, W11 Pro",,4.999,480,,
,"Notebook Ultra, Com Windows 11 Pro, Tela 14 Pol Ul154i5wpro Cor Preto",Por Loja Multi ,2.399,239,4.5,(2)
DELL,Dell Notebook Core I5 8th 16gb Ssd Win11 Pro Latitude 5400 Cor Cinza-escuro,,3.025,302,4.1,(53)
,Apple Macbook Air 13 M4 16gb Ram | 256gb Ssd | Lacrado Azul,,10.699,1.028,,
,Macbook Air Retina Processador M2 8gb Ram 512ssd - 2022,,8.827,882,5.0,(1)
DELL,Dell Alienware M18 R2 I9-14900 128gb 2tb Ssd Rtx 4090 16gb,,44.999,4.499,,
LENOVO,Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Por 2Eletro ,4.110,3.229,,
DELL,Notebook Dell Xps 9320 Cor Cinza,,10.808,1.080,,
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,,4.999,4.449,5.0,(1)
DELL,Dell Alienware M18 R2 I9-14900 128gb 2tb Ssd Rtx 4090 16gb,,44.999,4.499,,
ASUS,Notebook Asus Vivobook 15 Intel Core I5 1235u 8gb 512ssd W11,Por Asus ,3.699,3.107,5.0,(3)
LENOVO,Notebook Lenovo V14 G4 Intel Core I5 8gb 256gb Ssd W11 14 ,Por Lenovo ,3.749,374,,
ASUS,Notebook Asus Zenbook S14 Core Ultra7 258v 32gb 1tb Ssd W11,Por Asus ,14.999,13.919,3.7,(3)
LENOVO,Notebook Lenovo Thinkpad T480 I7 8a Ger 16gb M2 256gb Brinde,,2.389,238,5.0,(3)
LENOVO,Notebook Lenovo Ideapad 1-14 Core I5-1235u 12gb 512gb Ssd,,1.989,198,,
LENOVO,Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd ,Por Login ,3.199,2.849,,
DELL,Notebook Dell Latitude 7490 I5 16gb Ssd 240gb 14,,3.250,2.015,,
SAMSUNG,Notebook Samsung Galaxy Book4 Ultra 32gb Intel Core Ultra 7 1tb Ssd Windows 11 Home 16'' Wqxga Amoled Antirreflexo Touchscreen Np960xglxg2br Grafite,Por Fast Shop ,11.457,1.145,4.7,(53)
DELL,Laptop Dell Vostro 3401 Core I5 ​​​​de 10ª geração 8 GB 256 GB SSD de 14 polegadas - Excelente (Recondicionado),Por Tech Forte ,2.399,239,,
,Notebook VAIO FE16 Amd Ryzen 7 - 5700u Linux 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0811h,Por Vaio ,4.499,3.579,4.2,(5)
ASUS,"Notebook Asus Vivobook 15, Intel I5-1235u, 8gb, 512gb Ssd",Por Fast Shop ,3.319,3.126,5.0,(1)
HP,Notebook Hp 640 G4 Core I5 8° Ger 8gb Ssd 256gb,,1.699,169,4.0,(1)
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 256gb Wpro 14 ,Por Lenovo ,5.849,562,,
ACER,Notebook Predator Acer Phn16-71-72w6 Ci7 16gb 512ssd Rtx4060,Por Acer Brasil ,10.999,8.399,4.7,(33)
DELL,"Notebook Dell Core I7 4,0ghz 16gb Ssd M2 512gb Latitude",Por Canal Eletro ,3.103,310,4.5,(6)
DELL,Notebook Dell Latitude 3420 Core I5 11ger 16gb 256gb Ssd,Por SLA Informatica ,3.399,339,3.7,(3)
,Notebook Ultra Win11 Home 14 Pol Celeron 4g Ram 128gb Ub250,Por Loja Multi ,1.499,149,5.0,(1)
HP,Notebook Hp Elitebook 840 G7 Core I5 10ª Ger 16gb Ssd 256gb,,2.399,239,5.0,(2)
LENOVO,Notebook Lenovo E14 Core I7 10ger 16gb 240ssd Windows 11,,3.199,319,,
DELL,Notebook Dell Latitude 3480 I7 8gb 240gb Ssd Windows 10 Pro,,1.499,1.394,,
,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",,1.718,171,4.7,(166)
ASUS,Notebook Asus Vivobook Go Core I3 N305 8gb 512ssd W11 Fhd,Por Asus ,3.059,305,,
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 240gb,,2.498,249,4.3,(3)
LENOVO,Notebook Lenovo V-Series V15-IGL,,2.800,280,,
LENOVO,Notebook Lenovo ThinkBook 14 G6 Intel Core i5-13420H 8GB 256GB SSD Windows 11 - 21NQ000QBR Arctic Grey,Por Lenovo ,4.209,404,,
HP,Notebook Elitebook Hp 830 G7 Core I7 16 Gb De Ram Ssd 512 Gb,,2.466,246,4.4,(5)
LENOVO,Notebook Core I5 Lenovo Thinkpad T14 Gen1 16gb 256gb Ssd M2,,2.699,269,,
HP,Notebook Intel Core I5 6ª Geração 8gb Ddr4 Ssd 256gb,,1.479,147,4.5,(17)
LENOVO,Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd ,Por Login ,2.999,2.699,,
DELL,Notebook Dell Core I5 4ª Gen 8gb / Hd/ Hdmi / Com Garantia.,,1.395,1.163,,
,"MacBook Air 13-inch 13"" starlight 16GB de Ram - 512GB SSD - Apple Chip M3",,10.810,1.081,,
DELL,Notebook Dell Vostro 5490 I5 10th 8gb Ssd 240gb,,2.299,2.184,,
DELL,Notebook Dell Latitude 5450 14 Ultra 7 165u 32gb 512gb Ssd,,9.400,940,,
DELL,Notebook Dell Latitude I5 6a Ger. 16gb Ddr4/ Ssd/ C Garantia,,1.549,148,,
HP,Notebook Dell Latitude E6420 Core I5 8gb Ssd 120gb Hdmi Cor Prateado - Excelente (Recondicionado),,1.429,138,,
DELL,Notebook Dell Latitude 5420 Core I5g7 16gb 256gb Ssd+ Brinde,,2.998,2.668,,
ASUS,"Notebook Asus Vivobook 15 X1504za-Nj1217 Intel Core I5 1235u 4gb Ram 256gb Ssd Linux Keepos Tela 15,60 Azul",Por Asus ,2.999,299,4.7,(78)
,"Notebook Asus Vivobook Intel Core I3 1215u, 8 GB de RAM, SSD de 128 GB, Full HD, Windows 11 Home",,2.499,,5.0,(1)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i7-12650hx 16gb 512gb Ssd RTX 4050 Windows 11 Pro 15.6 - 83me000bbr Luna Grey,Por Lenovo ,9.999,9.359,,
DELL,Notebook Dell Vostro 3480 I5-6th 8gb Ram 256gb Ssd,,2.799,1.399,,
DELL,"Notebook Dell Latitude 7450 I5 8 Gb Ram 256 Gb SSD 14"" DIMM preto",,2.933,293,,
DELL,Notebook Dell Latitude E5430 I5 3340m 8gb Ram 240gb Ssd,,1.399,1.119,5.0,(1)
DELL,Notebook Dell Latitude 7480 Core I5 6a Ger 8gb Ssd 256gb 14,,1.410,141,,
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 16Gb 512Gb SSD Windows 11 Home Tela 165Hz Nivel IPS 15,6"" FHD Mecha Gray - HQ333W",Por Mercado Livre ,11.499,9.906,4.9,(8)
DELL,Notebook Dell Latitude 3420 Core I5 11ger 8gb 512ssd - Novo,Por SLA Informatica ,3.599,359,4.9,(7)
LENOVO,Notebook Lenovo Ideapad 15iau7 Ci5 8gb 512ssd W11 82vy000qbr,Por Vikings ,4.284,3.099,4.8,(12)
DELL,Notebook Dell Inspiron 15 I7 8550u 8gb 240gb Radeon 520 2gb,,2.399,1.919,,
